"project","campaignid","sample","family","genus","species","length","range","number","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR09","Sparidae","Pagrus","auratus",377.36059,"2641.85465",1,"-32.03825167","152.6183733","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR09","Labridae","Ophthalmolepis","lineolatus",238.98941,"1900.09867",1,"-32.03825167","152.6183733","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR09","Labridae","Ophthalmolepis","lineolatus",NA,NA,1,"-32.03825167","152.6183733","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR10","Labridae","Ophthalmolepis","lineolatus",242.9775,"1875.77213",1,"-32.030465","152.6059283","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR10","Labridae","Ophthalmolepis","lineolatus",304.63502,"1963.07156",1,"-32.030465","152.6059283","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR10","Sparidae","Pagrus","auratus",295.25147,"3072.52425",1,"-32.030465","152.6059283","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR10","Cheilodactylidae","Nemadactylus","douglasii",357.58596,"1314.03347",1,"-32.030465","152.6059283","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2015-07_PSGLMP_StereoBRUVs","SNR10","Sparidae","Pagrus","auratus",348.07781,"1991.98568",1,"-32.030465","152.6059283","20150810","14:00:00","Snapper.Rocks","Fished","Snapper.Rocks","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE01","Cheilodactylidae","Nemadactylus","douglasii",313.6396,"1211.28800",1,"-32.41699167","152.5614783","20160817","15:00:00","Belmona","Fished","Pinnacle","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE01","Labridae","Ophthalmolepis","lineolatus",300.54109,"1896.68795",1,"-32.41699167","152.5614783","20160817","15:00:00","Belmona","Fished","Pinnacle","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE01","Labridae","Ophthalmolepis","lineolatus",195.2873,"2897.26901",1,"-32.41699167","152.5614783","20160817","15:00:00","Belmona","Fished","Pinnacle","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE01","Sparidae","Pagrus","auratus",226.57773,"2020.91972",1,"-32.41699167","152.5614783","20160817","15:00:00","Belmona","Fished","Pinnacle","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE01","Sparidae","Pagrus","auratus",272.62361,"2059.31826",1,"-32.41699167","152.5614783","20160817","15:00:00","Belmona","Fished","Pinnacle","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE02","Labridae","Ophthalmolepis","lineolatus",263.48982,"2087.71711",1,"-32.41702","152.559935","20160817","15:00:00","Belmona","Fished","Pinnacle","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE02","Sparidae","Pagrus","auratus",307.93392,"3291.03347",1,"-32.41702","152.559935","20160817","15:00:00","Belmona","Fished","Pinnacle","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE02","Sparidae","Pagrus","auratus",233.23621,"2723.74988",1,"-32.41702","152.559935","20160817","15:00:00","Belmona","Fished","Pinnacle","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE03","Cheilodactylidae","Nemadactylus","douglasii",331.2417,"1518.82412",1,"-32.41761","152.55824","20160817","15:00:00","Belmona","Fished","Pinnacle","42","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE03","Sparidae","Pagrus","auratus",250.47473,"2527.17195",1,"-32.41761","152.55824","20160817","15:00:00","Belmona","Fished","Pinnacle","42","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE03","Sparidae","Pagrus","auratus",300.38638,"2356.98610",1,"-32.41761","152.55824","20160817","15:00:00","Belmona","Fished","Pinnacle","42","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE03","Sparidae","Pagrus","auratus",287.53028,"3209.83065",1,"-32.41761","152.55824","20160817","15:00:00","Belmona","Fished","Pinnacle","42","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE04","Cheilodactylidae","Nemadactylus","douglasii",226.06006,"2382.88709",1,"-32.417945","152.5609267","20160817","15:00:00","Belmona","Fished","Pinnacle","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE04","Sparidae","Pagrus","auratus",294.83673,"5881.12408",1,"-32.417945","152.5609267","20160817","15:00:00","Belmona","Fished","Pinnacle","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE04","Labridae","Ophthalmolepis","lineolatus",343.29174,"1243.84954",1,"-32.417945","152.5609267","20160817","15:00:00","Belmona","Fished","Pinnacle","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE04","Labridae","Ophthalmolepis","lineolatus",271.60067,"1828.26155",1,"-32.417945","152.5609267","20160817","15:00:00","Belmona","Fished","Pinnacle","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BE04","Labridae","Ophthalmolepis","lineolatus",275.85847,"2156.79035",1,"-32.417945","152.5609267","20160817","15:00:00","Belmona","Fished","Pinnacle","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH06","Sparidae","Pagrus","auratus",245.56791,"1634.98535",1,"-32.06365333","152.5951233","20160829","9:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH06","Sparidae","Pagrus","auratus",228.54818,"2439.05260",1,"-32.06365333","152.5951233","20160829","9:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH06","Cheilodactylidae","Nemadactylus","douglasii",296.11299,"1587.94600",1,"-32.06365333","152.5951233","20160829","9:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH06","Cheilodactylidae","Nemadactylus","douglasii",260.6763,"1473.38596",1,"-32.06365333","152.5951233","20160829","9:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH06","Cheilodactylidae","Nemadactylus","douglasii",244.51795,"2034.53795",1,"-32.06365333","152.5951233","20160829","9:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH06","Labridae","Ophthalmolepis","lineolatus",339.58454,"2889.47052",1,"-32.06365333","152.5951233","20160829","9:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH07","Cheilodactylidae","Nemadactylus","douglasii",284.39977,"883.29829",1,"-32.06459833","152.59638","20160829","9:30:00","Black.Head","Fished","Black.Head","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH07","Labridae","Ophthalmolepis","lineolatus",281.46085,"1573.21688",1,"-32.06459833","152.59638","20160829","9:30:00","Black.Head","Fished","Black.Head","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH07","Sparidae","Pagrus","auratus",266.86309,"1812.96166",1,"-32.06459833","152.59638","20160829","9:30:00","Black.Head","Fished","Black.Head","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH08","Cheilodactylidae","Nemadactylus","douglasii",268.88718,"1843.98264",1,"-32.06610167","152.5928833","20160829","9:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH08","Cheilodactylidae","Nemadactylus","douglasii",299.78117,"1854.87307",1,"-32.06610167","152.5928833","20160829","9:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH08","Cheilodactylidae","Nemadactylus","douglasii",288.43835,"2214.38202",1,"-32.06610167","152.5928833","20160829","9:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH08","Labridae","Ophthalmolepis","lineolatus",303.15249,"2240.89275",1,"-32.06610167","152.5928833","20160829","9:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH08","Labridae","Ophthalmolepis","lineolatus",267.32092,"1820.09387",1,"-32.06610167","152.5928833","20160829","9:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH09","Labridae","Ophthalmolepis","lineolatus",290.58018,"1694.82556",1,"-32.06412333","152.59317","20160829","9:30:00","Black.Head","Fished","Black.Head","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH09","Cheilodactylidae","Nemadactylus","douglasii",260.86428,"1231.67854",1,"-32.06412333","152.59317","20160829","9:30:00","Black.Head","Fished","Black.Head","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH10","Cheilodactylidae","Nemadactylus","douglasii",234.75682,"1933.32527",1,"-32.070243","152.59929","20160829","10:30:00","Black.Head","Fished","Black.Head","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH10","Labridae","Ophthalmolepis","lineolatus",325.63054,"1905.48422",1,"-32.070243","152.59929","20160829","10:30:00","Black.Head","Fished","Black.Head","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH10","Sparidae","Pagrus","auratus",270.59634,"1640.29853",1,"-32.070243","152.59929","20160829","10:30:00","Black.Head","Fished","Black.Head","30","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH11","Labridae","Ophthalmolepis","lineolatus",257.15952,"2513.97164",1,"-32.067642","152.60141","20160829","10:30:00","Black.Head","Fished","Black.Head","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH11","Labridae","Ophthalmolepis","lineolatus",230.67071,"2116.10115",1,"-32.067642","152.60141","20160829","10:30:00","Black.Head","Fished","Black.Head","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH12","Sparidae","Pagrus","auratus",259.88231,"2148.66762",1,"-32.069533","152.602135","20160829","10:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH12","Sparidae","Pagrus","auratus",258.76506,"1666.73811",1,"-32.069533","152.602135","20160829","10:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH12","Cheilodactylidae","Nemadactylus","douglasii",395.44226,"2638.36221",1,"-32.069533","152.602135","20160829","10:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH12","Labridae","Ophthalmolepis","lineolatus",250.22614,"1161.72573",1,"-32.069533","152.602135","20160829","10:30:00","Black.Head","Fished","Black.Head","32","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH13","Labridae","Ophthalmolepis","lineolatus",267.57232,"2331.91891",1,"-32.069085","152.604675","20160829","10:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH13","Labridae","Ophthalmolepis","lineolatus",291.08667,"2087.10985",1,"-32.069085","152.604675","20160829","10:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH13","Sparidae","Pagrus","auratus",314.27071,"1961.48663",1,"-32.069085","152.604675","20160829","10:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BH13","Cheilodactylidae","Nemadactylus","douglasii",371.00664,"1331.35134",1,"-32.069085","152.604675","20160829","10:30:00","Black.Head","Fished","Black.Head","28","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Cheilodactylidae","Nemadactylus","douglasii",348.91555,"1914.89660",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Cheilodactylidae","Nemadactylus","douglasii",469.42969,"1573.29473",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",191.87413,"1913.81354",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",198.92388,"2194.19718",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",195.33317,"2563.04344",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",259.09945,"2804.13037",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",285.6719,"1709.86379",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",303.48658,"2177.23043",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",239.66018,"1797.64642",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ02","Labridae","Ophthalmolepis","lineolatus",247.17577,"1817.25923",1,"-32.634585","152.312395","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",178.64274,"1671.02676",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",221.25754,"1596.97388",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",162.60941,"1110.82237",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",163.23088,"1701.25586",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",300.65577,"1889.11590",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",316.7148,"2085.91569",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Labridae","Ophthalmolepis","lineolatus",306.90468,"2854.31405",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ03","Cheilodactylidae","Nemadactylus","douglasii",314.59855,"1634.48395",1,"-32.63403167","152.3098133","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ07","Sparidae","Pagrus","auratus",296.54524,"3348.29762",1,"-32.63355","152.30363","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","22","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ07","Labridae","Ophthalmolepis","lineolatus",283.00745,"1663.50327",1,"-32.63355","152.30363","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","22","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ07","Labridae","Ophthalmolepis","lineolatus",284.97353,"1089.38493",1,"-32.63355","152.30363","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","22","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ09","Labridae","Ophthalmolepis","lineolatus",274.30031,"1123.61946",1,"-32.63073","152.30175","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ09","Labridae","Ophthalmolepis","lineolatus",228.87493,"1253.56075",1,"-32.63073","152.30175","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ09","Sparidae","Pagrus","auratus",226.42336,"2161.34553",1,"-32.63073","152.30175","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ09","Sparidae","Pagrus","auratus",235.42077,"1291.88003",1,"-32.63073","152.30175","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ09","Sparidae","Pagrus","auratus",219.10363,"1666.05113",1,"-32.63073","152.30175","20160822","14:00:00","Broughton.Island","Fished","Broughton.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Sparidae","Pagrus","auratus",221.32293,"1869.39073",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Sparidae","Pagrus","auratus",191.83526,"2926.31392",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Sparidae","Pagrus","auratus",209.34363,"3364.73629",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Sparidae","Pagrus","auratus",252.06487,"3518.19150",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Labridae","Ophthalmolepis","lineolatus",207.12022,"1737.14360",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Labridae","Ophthalmolepis","lineolatus",211.81442,"2701.38252",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Labridae","Ophthalmolepis","lineolatus",183.40773,"1436.02945",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ12","Cheilodactylidae","Nemadactylus","douglasii",346.05524,"1967.15925",1,"-32.62693","152.29801","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","24.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Sparidae","Pagrus","auratus",196.04633,"1245.88555",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Sparidae","Pagrus","auratus",236.55068,"2093.07950",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Sparidae","Pagrus","auratus",235.59786,"2506.27283",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Labridae","Ophthalmolepis","lineolatus",285.24062,"1368.36792",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Labridae","Ophthalmolepis","lineolatus",221.86396,"1790.35314",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Labridae","Ophthalmolepis","lineolatus",202.35794,"2085.44302",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ16","Labridae","Ophthalmolepis","lineolatus",284.07911,"716.94474",1,"-32.62832833","152.2991717","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ18","Cheilodactylidae","Nemadactylus","douglasii",325.76497,"1648.11347",1,"-32.63123167","152.3012617","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ18","Carcharhinidae","Carcharhinus","sp",1219.46474,"5149.53572",1,"-32.63123167","152.3012617","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2016-08_PSGLMP_StereoBRUVs","BIHPZ18","Sparidae","Pagrus","auratus",208.80557,"2460.94057",1,"-32.63123167","152.3012617","20160822","15:00:00","Broughton.Island","Fished","Broughton.Island","29","DH","Yes","Yes",NA
